Fecha,Cierre,Apertura,Máximo,Mínimo,Quarter,Weekday
2014-03-26,60.38,64.74,64.95,60.37,1,Wednesday
2014-03-27,60.97,60.51,61.9,57.98,1,Thursday
2014-03-28,60.01,61.34,61.95,59.34,1,Friday
2014-03-31,60.24,60.78,61.52,59.87,1,Monday
2014-04-02,62.75,62.05,63.14,61.82,2,Wednesday
2014-04-03,68.8,68.66,68.9,67.62,2,Thursday
2014-04-04,56.75,59.94,60.2,56.32,2,Friday
2014-04-06,63.34,62.45,63.59,62.07,2,Sunday
2014-04-08,73.51,72.36,73.88,72.36,2,Tuesday
2014-04-09,75.95,75.89,76.93,75.53,2,Wednesday
2014-04-11,75.76,74.23,75.77,73.65,2,Friday
2014-04-12,75.24,74.83,75.55,74.66,2,Saturday
2014-04-14,58.89,60.09,60.45,57.78,2,Monday
2014-04-15,59.09,59.29,59.68,55.88,2,Tuesday
2014-04-16,59.72,59.79,60.19,57.74,2,Wednesday
2014-04-17,58.94,59.3,60.58,58.72,2,Thursday
2014-04-21,61.24,59.46,61.24,59.15,2,Monday
2014-04-22,63.03,62.65,63.44,62.22,2,Tuesday
2014-04-23,61.36,63.45,63.48,61.26,2,Wednesday
2014-04-24,60.87,63.6,63.65,59.77,2,Thursday
2014-04-25,57.71,59.97,60.01,57.57,2,Friday
2014-04-28,56.14,58.05,58.31,54.66,2,Monday
2014-04-29,58.15,56.09,58.28,55.84,2,Tuesday
2014-04-30,59.78,57.58,59.85,57.16,2,Wednesday
2014-05-02,62.19,62.74,63.16,61.27,2,Friday
2014-05-03,71.57,69.69,71.97,69.62,2,Saturday
2014-05-05,61.22,59.67,61.35,59.18,2,Monday
2014-05-06,63.19,63.66,64.36,62.82,2,Tuesday
2014-05-08,72.69,73.2,73.59,72.18,2,Thursday
2014-05-09,77.26,76.1,77.38,75.6,2,Friday
2014-05-11,74.83,76.51,76.8,74.42,2,Sunday
2014-05-12,76.36,75.8,76.76,75.36,2,Monday
2014-05-13,59.83,59.66,60.89,59.51,2,Tuesday
2014-05-14,59.23,59.53,60.45,58.95,2,Wednesday
2014-05-15,57.92,59.26,59.38,57.52,2,Thursday
2014-05-16,58.02,58.31,58.45,57.31,2,Friday
2014-05-19,59.21,57.89,59.56,57.57,2,Monday
2014-05-20,58.56,59.5,60.19,58.18,2,Tuesday
2014-05-21,60.49,58.56,60.5,58.25,2,Wednesday
2014-05-22,60.52,60.94,61.48,60.4,2,Thursday
2014-05-23,61.35,60.41,61.45,60.15,2,Friday
2014-05-27,63.48,61.62,63.51,61.57,2,Tuesday
2014-05-28,63.51,63.39,64.14,62.62,2,Wednesday
2014-05-29,63.83,63.84,64.3,63.51,2,Thursday
2014-05-30,63.3,63.95,64.17,62.56,2,Friday
2014-06-01,57.2,54.42,57.26,54.05,2,Sunday
2014-06-02,62.16,61.46,62.78,61.46,2,Monday
2014-06-03,70.84,71.88,71.89,70.25,2,Tuesday
2014-06-05,58.53,60.98,61.15,58.49,2,Thursday
2014-06-06,62.5,63.37,63.48,62.15,2,Friday
2014-06-08,72.47,72.02,73.72,71.79,2,Sunday
2014-06-10,77.56,77.19,77.89,76.85,2,Tuesday
2014-06-11,75.26,74.89,75.6,74.31,2,Wednesday
2014-06-13,64.5,64.7,64.97,63.83,2,Friday
2014-06-16,64.19,64.16,64.88,63.75,2,Monday
2014-06-17,64.4,64.1,64.88,63.93,2,Tuesday
2014-06-18,65.6,64.49,65.75,64.05,2,Wednesday
2014-06-19,64.34,65.46,65.58,64.21,2,Thursday
2014-06-20,64.5,64.46,64.81,63.35,2,Friday
2014-06-23,65.37,64.32,65.66,64.22,2,Monday
2014-06-24,65.72,65.36,67.17,65.27,2,Tuesday
2014-06-25,67.44,65.58,67.48,65.57,2,Wednesday
2014-06-26,67.13,68.0,68.0,66.9,2,Thursday
2014-06-27,67.6,67.31,67.7,66.84,2,Friday
2014-06-30,67.29,67.46,67.92,67.13,2,Monday
2014-07-01,57.92,57.7,58.55,57.22,3,Tuesday
2014-07-02,64.32,62.27,64.57,62.22,3,Wednesday
2014-07-03,69.8,71.08,71.18,69.47,3,Thursday
2014-07-04,56.95,55.9,58.0,55.44,3,Friday
2014-07-05,57.39,58.77,59.3,56.26,3,Saturday
2014-07-07,65.29,66.3,66.57,65.12,3,Monday
2014-07-08,73.17,73.0,74.0,72.7,3,Tuesday
2014-07-10,76.29,77.05,77.95,76.24,3,Thursday
2014-07-11,75.6,75.39,75.86,75.02,3,Friday
2014-07-14,67.9,67.13,68.17,66.9,3,Monday
2014-07-15,67.17,67.96,68.09,66.26,3,Tuesday
2014-07-16,67.66,67.54,67.94,67.07,3,Wednesday
2014-07-17,66.41,67.03,67.85,66.04,3,Thursday
2014-07-18,68.42,66.8,68.46,66.16,3,Friday
2014-07-21,69.4,68.81,69.96,68.5,3,Monday
2014-07-22,69.27,69.76,69.77,68.61,3,Tuesday
2014-07-23,71.29,69.74,71.33,69.61,3,Wednesday
2014-07-24,74.98,75.96,76.74,74.51,3,Thursday
2014-07-25,75.19,74.99,75.67,74.66,3,Friday
2014-07-28,74.92,75.17,75.5,73.85,3,Monday
2014-07-29,73.71,74.72,74.92,73.42,3,Tuesday
2014-07-30,74.68,74.21,75.19,74.13,3,Wednesday
2014-07-31,72.65,74.0,74.17,72.44,3,Thursday
2014-08-01,58.23,57.6,58.41,57.23,3,Friday
2014-08-04,58.19,57.68,58.71,57.17,3,Monday
2014-08-05,56.76,57.23,58.82,56.5,3,Tuesday
2014-08-07,62.76,65.06,65.56,62.21,3,Thursday
2014-08-08,73.06,73.4,73.43,72.56,3,Friday
2014-08-09,77.89,77.26,78.17,77.01,3,Saturday
2014-08-10,77.52,76.18,77.71,75.1,3,Sunday
2014-08-12,76.52,76.18,77.25,75.4,3,Tuesday
2014-08-13,73.77,73.12,74.25,73.05,3,Wednesday
2014-08-14,74.3,73.97,74.38,73.69,3,Thursday
2014-08-15,73.63,74.32,74.65,73.0,3,Friday
2014-08-18,74.59,74.0,74.72,73.96,3,Monday
2014-08-19,75.29,74.81,75.58,74.51,3,Tuesday
2014-08-20,74.81,74.97,75.18,74.62,3,Wednesday
2014-08-21,74.57,74.92,75.19,74.41,3,Thursday
2014-08-22,74.57,74.34,74.73,73.57,3,Friday
2014-08-25,75.02,74.94,75.28,74.79,3,Monday
2014-08-26,75.96,75.0,75.99,74.73,3,Tuesday
2014-08-27,74.63,75.27,75.49,74.46,3,Wednesday
2014-08-28,73.86,74.0,74.43,73.73,3,Thursday
2014-08-29,74.82,74.3,74.82,74.01,3,Friday
2014-09-01,57.22,58.65,58.96,56.65,3,Monday
2014-09-04,62.41,59.63,62.46,59.19,3,Thursday
2014-09-05,57.24,56.85,57.65,56.38,3,Friday
2014-09-06,62.88,62.4,63.34,61.79,3,Saturday
2014-09-07,64.97,63.41,65.12,63.15,3,Sunday
2014-09-09,76.67,77.59,78.17,76.2,3,Tuesday
2014-09-10,75.91,77.28,77.76,75.85,3,Wednesday
2014-09-12,76.84,75.2,76.93,74.78,3,Friday
2014-09-15,74.58,77.15,77.25,73.43,3,Monday
2014-09-16,76.08,73.52,76.23,73.07,3,Tuesday
2014-09-17,76.43,75.96,77.25,75.57,3,Wednesday
2014-09-18,77.0,76.77,77.33,76.52,3,Thursday
2014-09-19,77.91,77.4,78.3,76.44,3,Friday
2014-09-22,76.8,77.0,77.53,75.95,3,Monday
2014-09-23,78.29,76.33,78.63,76.04,3,Tuesday
2014-09-24,78.53,78.1,78.62,77.51,3,Wednesday
2014-09-25,77.22,78.6,78.94,77.13,3,Thursday
2014-09-26,78.79,77.59,78.84,77.33,3,Friday
2014-09-29,79.0,78.12,79.2,77.91,3,Monday
2014-09-30,79.04,79.35,79.71,78.6,3,Tuesday
2014-10-01,57.94,57.13,58.3,57.06,4,Wednesday
2014-10-02,63.55,64.3,64.49,63.47,4,Thursday
2014-10-03,72.03,70.77,72.15,70.51,4,Friday
2014-10-04,59.16,63.08,63.18,58.68,4,Saturday
2014-10-06,65.77,63.53,65.82,63.5,4,Monday
2014-10-07,64.87,63.31,65.34,63.05,4,Tuesday
2014-10-09,77.43,76.52,77.95,76.51,4,Thursday
2014-10-10,72.91,75.59,76.5,72.76,4,Friday
2014-10-11,75.0,75.36,75.48,74.61,4,Saturday
2014-10-12,76.18,76.65,77.55,76.07,4,Sunday
2014-10-13,72.99,73.23,74.78,72.52,4,Monday
2014-10-14,73.59,74.0,74.18,72.05,4,Tuesday
2014-10-15,73.21,71.69,73.8,70.32,4,Wednesday
2014-10-16,72.63,70.79,73.35,70.58,4,Thursday
2014-10-17,75.95,74.23,76.0,73.75,4,Friday
2014-10-20,76.95,75.6,77.09,75.38,4,Monday
2014-10-21,78.69,77.56,78.74,77.15,4,Tuesday
2014-10-22,78.37,78.81,79.85,78.01,4,Wednesday
2014-10-23,80.04,79.38,80.63,79.01,4,Thursday
2014-10-24,80.67,80.2,80.82,79.32,4,Friday
2014-10-27,80.28,80.74,80.8,79.76,4,Monday
2014-10-28,80.77,80.18,81.16,79.57,4,Tuesday
2014-10-29,75.86,75.45,76.88,74.78,4,Wednesday
2014-10-30,74.11,75.05,75.35,72.9,4,Thursday
2014-10-31,74.99,74.93,75.7,74.45,4,Friday
2014-11-02,64.85,63.75,65.0,63.35,4,Sunday
2014-11-03,70.1,72.5,72.59,69.96,4,Monday
2014-11-04,58.53,57.6,60.31,57.31,4,Tuesday
2014-11-06,65.78,65.32,65.8,64.9,4,Thursday
2014-11-07,66.34,65.28,66.59,64.79,4,Friday
2014-11-08,73.44,73.46,73.91,73.06,4,Saturday
2014-11-09,77.92,77.13,78.36,77.05,4,Sunday
2014-11-11,74.61,74.95,74.98,74.03,4,Tuesday
2014-11-12,77.73,76.52,78.52,76.48,4,Wednesday
2014-11-13,74.25,74.74,75.24,73.64,4,Thursday
2014-11-14,74.88,74.27,74.93,74.04,4,Friday
2014-11-17,74.24,74.88,75.66,73.88,4,Monday
2014-11-18,74.34,74.45,74.8,73.9,4,Tuesday
2014-11-19,73.33,74.01,74.54,73.11,4,Wednesday
2014-11-20,73.6,72.8,73.99,72.51,4,Thursday
2014-11-21,73.75,74.5,74.5,73.5,4,Friday
